,delta_time
81448,15
81449,3
81450,5
81451,6
81452,4
81453,4
81454,4
81455,4
81456,2
81457,8
81458,4
81459,8
81460,3
81461,2
81462,15
81463,8
81464,9
81465,9
81466,10
81467,16
81468,2
81469,7
81470,3
81471,1
81472,9
81473,3
81474,2
81475,9
81476,8
81477,16
81478,3
81479,4
81480,5
81481,8
81482,10
81483,14
81484,10
81485,2
81486,8
81487,7
81488,10
81489,5
81490,4
81491,9
81492,9
81493,8
81494,8
81495,1
81496,16
81497,8
81498,3
81499,3
81500,9
81501,9
81502,3
81503,16
81504,7
81505,4
81506,4
81507,5
81508,8
81509,4
81510,1
81511,3
81512,4
81513,1
81514,7
81515,7
81516,8
81517,7
81518,4
81519,4
81520,8
81521,1
81522,8
81523,8
81524,8
81525,3
81526,1
81527,9
81528,5
81529,11
81530,4
81531,9
81532,8
81533,8
81534,4
81535,9
81536,2
81537,3
81538,9
81539,2
81540,4
81541,4
81542,9
81543,9
81544,8
81545,9
81546,10
81547,7
81548,3
81549,3
81550,2
81551,8
81552,8
81553,9
81554,2
81555,10
81556,9
81557,4
81558,2
81559,8
81560,4
81561,2
81562,4
81563,4
81564,8
81565,11
81566,7
81567,8
81568,15
81569,4
81570,4
81571,9
81572,9
81573,16
81574,8
81575,5
81576,15
81577,12
81578,4
81579,4
81580,3
81581,8
81582,4
81583,4
81584,79
81585,7
81586,2
81587,8
81588,2
81589,10
81590,3
81591,17
81592,8
81593,7
81594,15
81595,4
81596,4
81597,10
81598,9
81599,4
81600,4
81601,8
81602,8
81603,8
81604,8
81605,5
81606,10
81607,17
81608,8
81609,5
81610,4
81611,8
81612,3
81613,8
81614,8
81615,8
81616,2
81617,2
81618,11
81619,5
81620,4
81621,18
81622,9
81623,8
81624,8
81625,2
81626,3
81627,8
81628,10
81629,7
81630,8
81631,9
81632,2
81633,17
81634,8
81635,3
81636,9
81637,4
81638,9
81639,4
81640,8
81641,4
81642,3
81643,10
81644,11
81645,4
81646,4
81647,10
81648,3
81649,4
81650,17
81651,11
81652,34
81653,3
81654,4
81655,3
81656,3
81657,11
81658,9
81659,15
81660,9
81661,7
81662,3
81663,9
81664,8
81665,16
81666,4
81667,3
81668,3
81669,8
81670,10
81671,15
81672,8
81673,3
81674,8
81675,9
81676,9
81677,9
81678,8
81679,4
81680,7
81681,3
81682,3
81683,7
81684,11
81685,8
81686,3
81687,7
81688,4
81689,7
81690,3
81691,9
81692,14
81693,10
81694,15
81695,1
81696,3
81697,2
81698,1
81699,7
81700,7
81701,7
81702,7
81703,3
81704,15
81705,13
81706,8
81707,8
81708,1
81709,7
81710,3
81711,10
81712,3
81713,10
81714,10
81715,6
81716,7
81717,9
81718,2
81719,4
81720,7
81721,16
81722,9
81723,13
81724,3
81725,11
81726,4
81727,6
81728,6
81729,6
81730,14
81731,11
81732,1
81733,8
81734,8
81735,4
81736,11
81737,2
81738,3
81739,9
81740,10
81741,7
81742,28
81743,16
81744,8
81745,18
81746,7
81747,7
81748,7
81749,6
81750,13
81751,6
81752,7
81753,6
81754,10
81755,7
81756,6
81757,8
81758,6
81759,10
81760,7
81761,10
81762,7
81763,8
81764,8
81765,4
81766,10
81767,14
81768,8
81769,13
81770,6
81771,7
81772,3
81773,8
81774,13
81775,7
81776,7
81777,7
81778,6
81779,9
81780,10
81781,3
81782,7
81783,7
81784,8
81785,14
81786,8
81787,8
81788,10
81789,4
81790,14
81791,1
81792,7
81793,14
81794,8
81795,3
81796,7
81797,14
81798,3
81799,2
81800,9
81801,7
81802,4
81803,7
81804,7
81805,7
81806,2
81807,17
81808,6
81809,6
81810,3
81811,3
81812,8
81813,14
81814,7
81815,14
81816,27
81817,8
81818,2
81819,8
81820,3
81821,10
81822,3
81823,9
81824,6
81825,9
81826,13
81827,7
81828,7
81829,7
81830,10
81831,9
81832,4
81833,7
81834,9
81835,3
81836,8
81837,7
81838,13
81839,16
81840,8
81841,7
81842,7
81843,9
81844,17
81845,10
81846,14
81847,7
81848,3
81849,7
81850,9
81851,6
81852,3
81853,7
81854,16
81855,2
81856,4
81857,7
81858,7
81859,10
81860,6
81861,3
81862,6
81863,14
81864,4
81865,10
81866,14
81867,7
81868,7
81869,16
81870,16
81871,14
81872,2
81873,7
81874,8
81875,6
81876,6
81877,34
81878,13
81879,14
81880,7
81881,3
81882,8
81883,7
81884,3
81885,1
81886,8
81887,11
81888,14
81889,3
81890,2
81891,13
81892,7
81893,6
81894,14
81895,2
81896,3
81897,7
81898,13
81899,3
81900,4
81901,7
81902,17
81903,9
81904,4
81905,7
81906,7
81907,6
81908,18
81909,13
81910,14
81911,7
81912,8
81913,13
81914,11
81915,7
81916,7
81917,10
81918,14
81919,7
81920,3
81921,8
81922,7
81923,3
81924,13
81925,5
81926,7
81927,13
81928,10
81929,18
81930,2
81931,8
81932,1
81933,6
81934,6
81935,13
81936,62
81937,7
81938,6
81939,6
81940,24
81941,13
81942,12
81943,1
81944,2
81945,2
81946,1
81947,9
81948,2
81949,5
81950,17
81951,6
81952,7
81953,12
81954,7
81955,6
81956,7
81957,6
81958,8
81959,8
81960,5
81961,1
81962,2
81963,15
81964,2
81965,14
81966,8
81967,12
81968,13
81969,13
81970,1
81971,12
81972,7
81973,6
81974,6
81975,3
81976,2
81977,8
81978,6
81979,9
81980,14
81981,9
81982,9
81983,13
81984,2
81985,7
81986,9
81987,12
81988,14
81989,6
81990,9
81991,1
81992,6
81993,7
81994,7
81995,10
81996,8
81997,7
81998,6
81999,5
82000,5
82001,7
82002,8
82003,6
82004,5
82005,14
82006,8
82007,6
82008,5
82009,12
82010,14
82011,8
82012,6
82013,5
82014,5
82015,5
82016,6
82017,3
82018,2
82019,15
82020,16
82021,5
82022,7
82023,14
82024,15
82025,33
82026,12
82027,13
82028,7
82029,6
82030,13
82031,8
82032,10
82033,15
82034,12
82035,14
82036,14
82037,6
82038,8
82039,2
82040,7
82041,8
82042,16
82043,6
82044,6
82045,14
82046,6
82047,5
82048,6
82049,7
82050,6
82051,14
82052,9
82053,9
82054,12
82055,7
82056,13
82057,6
82058,2
82059,13
82060,8
82061,9
82062,6
82063,9
82064,12
82065,6
82066,6
82067,14
82068,6
82069,8
82070,7
82071,6
82072,6
82073,17
82074,6
82075,8
82076,7
82077,12
82078,13
82079,2
82080,14
82081,6
82082,9
82083,6
82084,7
82085,2
82086,7
82087,6
82088,6
82089,3
82090,6
82091,2
82092,6
82093,5
82094,7
82095,2
82096,6
82097,2
82098,10
82099,6
82100,7
82101,9
82102,2
82103,27
82104,14
82105,7
82106,7
82107,7
82108,6
82109,6
82110,7
82111,6
82112,35
82113,6
82114,2
82115,14
82116,7
82117,2
82118,10
82119,6
82120,12
82121,11
82122,6
82123,61
82124,5
82125,7
82126,6
82127,7
82128,13
82129,7
82130,8
82131,14
82132,6
82133,15
82134,13
82135,5
82136,27
82137,6
82138,1
82139,6
82140,36
82141,14
82142,6
82143,7
82144,7
82145,1
82146,11
82147,5
82148,12
82149,1
82150,5
82151,13
82152,5
82153,2
82154,5
82155,5
82156,6
82157,6
82158,13
82159,4
82160,6
82161,1
82162,29
82163,13
82164,21
82165,4
82166,8
82167,6
82168,11
82169,5
82170,6
82171,7
82172,11
82173,11
82174,6
82175,4
82176,5
82177,7
82178,6
82179,8
82180,1
82181,7
82182,11
82183,11
82184,6
82185,15
82186,25
82187,7
82188,4
82189,13
82190,4
82191,1
82192,4
82193,5
82194,8
82195,11
82196,27
82197,11
82198,8
82199,14
82200,46
82201,6
82202,14
82203,5
82204,4
82205,6
82206,6
82207,13
82208,6
82209,8
82210,13
82211,7
82212,7
82213,15
82214,5
82215,7
82216,6
82217,4
82218,6
82219,13
82220,9
82221,5
82222,7
82223,11
82224,12
82225,1
82226,13
82227,5
82228,15
82229,13
82230,6
82231,7
82232,11
82233,6
82234,7
82235,8
82236,6
82237,7
82238,14
82239,16
82240,2
82241,7
82242,8
82243,9
82244,7
82245,12
82246,2
82247,5
82248,6
82249,11
82250,5
82251,1
82252,8
82253,13
82254,7
82255,12
82256,7
82257,11
82258,1
82259,13
82260,7
82261,12
82262,7
82263,6
82264,6
82265,12
82266,5
82267,2
82268,6
82269,12
82270,2
82271,5
82272,5
82273,8
82274,5
82275,4
82276,8
82277,12
82278,6
82279,7
82280,5
82281,13
82282,6
82283,9
82284,5
82285,6
82286,8
82287,13
82288,7
82289,11
82290,7
82291,6
82292,5
82293,6
82294,11
82295,15
82296,14
82297,6
82298,7
82299,31
82300,12
82301,6
82302,12
82303,6
82304,6
82305,6
82306,12
82307,5
82308,6
82309,15
82310,5
82311,5
82312,5
82313,6
82314,6
82315,8
82316,11
82317,5
82318,16
82319,9
82320,8
82321,6
82322,4
82323,8
82324,6
82325,6
82326,8
82327,5
82328,13
82329,5
82330,4
82331,12
82332,13
82333,2
82334,8
82335,12
82336,6
82337,5
82338,11
82339,11
82340,5
82341,2
82342,4
82343,15
82344,8
82345,13
82346,11
82347,6
82348,5
82349,19
82350,8
82351,6
82352,6
82353,16
82354,12
82355,7
82356,12
82357,7
82358,7
82359,11
82360,13
82361,2
82362,5
82363,5
82364,12
82365,12
82366,7
82367,2
82368,16
82369,11
82370,11
82371,5
82372,17
82373,7
82374,1
82375,6
82376,5
82377,5
82378,7
82379,6
82380,7
82381,12
82382,10
82383,5
82384,13
82385,11
82386,6
82387,11
82388,14
82389,8
82390,5
82391,4
82392,12
82393,7
82394,3
82395,11
82396,12
82397,6
82398,5
82399,6
82400,10
82401,6
82402,13
82403,8
82404,8
82405,7
82406,12
82407,27
82408,7
82409,10
82410,4
82411,6
82412,4
82413,12
82414,8
82415,11
82416,4
82417,6
82418,7
82419,12
82420,10
82421,14
82422,4
82423,13
82424,5
82425,7
82426,11
82427,14
82428,7
82429,12
82430,1
82431,7
82432,5
82433,6
82434,14
82435,7
82436,6
82437,7
82438,14
82439,14
82440,4
82441,14
82442,12
82443,7
82444,7
82445,4
82446,13
82447,5
82448,6
82449,6
82450,11
82451,12
82452,6
82453,15
82454,10
82455,4
82456,6
82457,7
82458,12
82459,4
82460,8
82461,13
82462,7
82463,6
82464,6
82465,7
82466,11
82467,8
82468,6
82469,7
82470,6
82471,10
82472,6
82473,6
82474,8
82475,13
82476,7
82477,4
82478,7
82479,7
82480,7
82481,4
82482,7
82483,5
82484,14
82485,5
82486,10
82487,6
82488,7
82489,14
82490,14
82491,14
82492,11
82493,13
82494,10
82495,7
82496,10
82497,6
82498,10
82499,4
82500,10
82501,10
82502,12
82503,11
82504,10
82505,13
82506,10
82507,7
82508,15
82509,15
82510,21
82511,12
82512,6
82513,12
82514,14
82515,48
82516,27
82517,13
82518,10
82519,10
82520,6
82521,7
82522,6
82523,10
82524,11
82525,5
82526,11
82527,7
82528,6
82529,6
82530,13
82531,5
82532,14
82533,4
82534,11
82535,7
82536,7
82537,11
82538,10
82539,5
82540,6
82541,11
82542,8
82543,12
82544,11
82545,14
82546,5
82547,11
82548,5
82549,4
82550,5
82551,7
82552,11
82553,13
82554,31
82555,6
82556,5
82557,9
82558,14
82559,4
82560,10
82561,30
82562,10
82563,6
82564,3
82565,4
82566,4
82567,3
82568,5
82569,10
82570,5
82571,4
82572,5
82573,9
82574,7
82575,11
82576,5
82577,11
82578,6
82579,10
82580,6
82581,5
82582,5
82583,12
82584,20
82585,10
82586,4
82587,9
82588,10
82589,7
82590,12
82591,3
82592,14
82593,10
82594,6
82595,4
82596,12
82597,10
82598,12
82599,7
82600,11
82601,14
82602,5
82603,11
82604,9
82605,16
82606,10
82607,5
82608,24
82609,5
82610,4
82611,3
82612,10
82613,5
82614,9
82615,12
82616,11
82617,6
82618,3
82619,10
82620,4
82621,23
82622,5
82623,7
82624,10
82625,11
82626,5
82627,4
82628,9
82629,11
82630,13
82631,12
82632,6
82633,11
82634,13
82635,10
82636,5
82637,5
82638,11
82639,13
82640,4
82641,11
82642,13
82643,6
82644,12
82645,9
82646,10
82647,12
82648,4
82649,10
82650,4
82651,4
82652,11
82653,6
82654,11
82655,11
82656,6
82657,9
82658,4
82659,2
82660,5
82661,10
82662,3
82663,12
82664,4
82665,9
82666,10
82667,25
82668,2
82669,9
82670,10
82671,9
82672,5
82673,9
82674,22
82675,5
82676,8
82677,9
82678,9
82679,4
82680,5
82681,6
82682,13
82683,9
82684,3
82685,9
82686,11
82687,5
82688,12
82689,9
82690,10
82691,8
82692,3
82693,11
82694,4
82695,3
82696,3
82697,10
82698,4
82699,10
82700,3
82701,6
82702,10
82703,4
82704,5
82705,4
82706,9
82707,10
82708,2
82709,23
82710,10
82711,12
82712,10
82713,19
82714,3
82715,12
82716,3
82717,6
82718,5
82719,3
82720,10
82721,11
82722,10
82723,4
82724,9
82725,4
82726,2
82727,10
82728,5
82729,9
82730,3
82731,10
82732,3
82733,3
82734,12
82735,12
82736,2
82737,5
82738,5
82739,4
82740,9
82741,6
82742,4
82743,9
82744,10
82745,12
82746,11
82747,5
82748,8
82749,11
82750,6
82751,8
82752,12
82753,5
82754,3
82755,10
82756,37
82757,8
82758,5
82759,9
82760,6
82761,3
82762,4
82763,8
82764,12
82765,5
82766,4
82767,6
82768,8
82769,9
82770,6
82771,5
82772,5
82773,5
82774,4
82775,5
82776,11
82777,3
82778,5
82779,9
82780,9
82781,6
82782,5
82783,22
82784,10
82785,5
82786,4
82787,10
82788,8
82789,4
82790,4
82791,4
82792,9
82793,8
82794,4
82795,11
82796,8
82797,4
82798,9
82799,5
82800,5
82801,9
82802,10
82803,8
82804,4
82805,9
82806,12
82807,6
82808,9
82809,4
82810,10
82811,5
82812,4
82813,4
82814,8
82815,9
82816,9
82817,7
82818,3
82819,2
82820,8
82821,8
82822,10
82823,8
82824,13
82825,9
82826,4
82827,8
82828,12
82829,2
82830,26
82831,8
82832,5
82833,1
82834,2
82835,9
82836,10
82837,11
82838,8
82839,4
82840,7
82841,7
82842,5
82843,9
82844,5
82845,8
82846,18
82847,9
82848,9
82849,11
82850,3
82851,7
82852,3
82853,3
82854,1
82855,9
82856,14
82857,11
82858,10
82859,8
82860,10
82861,9
82862,8
82863,8
82864,2
82865,3
82866,8
82867,8
82868,11
82869,7
82870,8
82871,9
82872,8
82873,4
82874,4
82875,2
82876,7
82877,9
82878,8
82879,9
82880,2
82881,2
82882,3
82883,4
82884,4
82885,10
82886,7
82887,5
82888,8
82889,8
82890,4
82891,4
82892,14
82893,9
82894,9
82895,7
82896,8
82897,4
82898,8
82899,3
82900,8
82901,2
82902,8
82903,8
82904,8
82905,4
82906,10
82907,14
82908,11
82909,8
82910,9
82911,7
82912,2
82913,7
82914,9
82915,4
82916,5
82917,3
82918,5
82919,10
82920,8
82921,3
82922,8
82923,3
82924,9
82925,8
82926,9
82927,7
82928,10
82929,8
82930,7
82931,11
82932,10
82933,3
82934,25
82935,24
82936,9
82937,2
82938,2
82939,10
82940,8
82941,11
82942,5
82943,9
82944,8
82945,18
82946,10
82947,4
82948,2
82949,4
82950,4
82951,10
82952,2
82953,8
82954,3
82955,2
82956,9
82957,9
82958,7
82959,8
82960,7
82961,22
82962,7
82963,10
82964,7
82965,14
82966,5
82967,8
82968,2
82969,24
82970,7
82971,10
82972,10
82973,5
82974,4
82975,4
82976,10
82977,2
82978,9
82979,9
82980,3
82981,3
82982,4
82983,3
82984,8
82985,7
82986,9
82987,8
82988,8
82989,8
82990,7
82991,2
82992,9
82993,2
82994,3
82995,8
82996,3
82997,9
82998,9
82999,10
83000,2
83001,8
83002,9
83003,7
83004,45
83005,2
83006,8
83007,1
83008,7
83009,17
83010,8
83011,7
83012,38
83013,6
83014,7
83015,2
83016,7
83017,2
83018,7
83019,6
83020,10
83021,21
83022,2
83023,2
83024,8
83025,6
83026,9
83027,2
83028,7
83029,3
83030,3
83031,7
83032,8
83033,6
83034,9
83035,8
83036,10
83037,7
83038,2
83039,8
83040,7
83041,9
83042,1
83043,6
83044,6
83045,4
83046,10
83047,7
83048,6
83049,6
83050,8
83051,8
83052,9
83053,6
83054,10
83055,3
83056,6
83057,18
83058,8
83059,7
83060,3
83061,10
83062,2
83063,7
83064,7
83065,4
83066,4
83067,10
83068,8
83069,9
83070,6
83071,4
83072,10
83073,7
83074,9
83075,8
83076,9
83077,10
83078,7
83079,3
83080,8
83081,9
83082,6
83083,6
83084,8
83085,3
83086,3
83087,2
83088,7
83089,7
83090,7
83091,6
83092,9
83093,6
83094,3
83095,7
83096,7
83097,7
83098,3
83099,6
83100,2
83101,4
83102,7
83103,10
83104,9
83105,6
83106,23
83107,9
83108,6
83109,8
83110,4
83111,7
83112,7
83113,2
83114,38
83115,10
83116,2
83117,6
83118,3
83119,7
83120,6
83121,7
83122,20
83123,3
83124,60
83125,2
83126,3
83127,2
83128,3
83129,6
83130,2
83131,7
83132,7
83133,23
83134,8
83135,3
83136,8
83137,3
83138,7
83139,7
83140,8
83141,24
83142,6
83143,7
83144,21
83145,9
83146,7
83147,10
83148,8
83149,9
83150,8
83151,8
83152,3
83153,2
83154,10
83155,3
83156,7
83157,8
83158,6
83159,7
83160,2
83161,8
83162,4
83163,7
83164,7
83165,6
83166,9
83167,7
83168,7
83169,6
83170,10
83171,10
83172,2
83173,3
83174,10
83175,10
83176,6
83177,3
83178,7
83179,9
83180,7
83181,3
83182,7
83183,7
83184,7
83185,9
83186,7
83187,3
83188,2
83189,9
83190,3
83191,3
83192,78
83193,6
83194,10
83195,9
83196,10
83197,10
83198,4
83199,7
83200,7
83201,8
83202,9
83203,3
83204,10
83205,6
83206,10
83207,6
83208,11
83209,4
83210,4
83211,7
83212,2
83213,6
83214,7
83215,2
83216,6
83217,5
83218,2
83219,2
83220,7
83221,26
83222,7
83223,7
83224,6
83225,9
83226,20
83227,1
83228,44
83229,6
83230,9
83231,2
83232,8
83233,8
83234,3
83235,7
83236,23
83237,2
83238,8
83239,7
83240,1
83241,7
83242,2
83243,9
83244,5
83245,3
83246,6
83247,7
83248,10
83249,8
83250,5
83251,6
83252,9
83253,23
83254,8
83255,7
83256,20
83257,6
83258,5
83259,5
83260,2
83261,7
83262,1
83263,7
83264,2
83265,2
83266,8
83267,8
83268,5
83269,2
83270,6
83271,9
83272,5
83273,10
83274,6
83275,7
83276,7
83277,6
83278,7
83279,8
83280,7
83281,7
83282,3
83283,5
83284,2
83285,2
83286,2
83287,10
83288,6
83289,6
83290,8
83291,6
83292,2
83293,8
83294,6
83295,20
83296,21
83297,6
83298,9
83299,9
83300,6
83301,9
83302,2
83303,7
83304,9
83305,2
83306,6
83307,26
83308,3
83309,7
83310,9
83311,5
83312,5
83313,2
83314,8
83315,7
83316,24
83317,6
83318,5
83319,9
83320,12
83321,6
83322,2
83323,6
83324,5
83325,5
83326,7
83327,6
83328,6
83329,8
83330,8
83331,27
83332,5
83333,7
83334,8
83335,6
83336,8
83337,8
83338,8
83339,5
83340,7
83341,7
83342,5
83343,3
83344,7
83345,2
83346,7
83347,2
83348,7
83349,3
83350,2
83351,6
83352,5
83353,6
83354,7
83355,2
83356,6
83357,3
83358,8
83359,7
83360,2
83361,10
83362,7
83363,6
83364,10
83365,8
83366,8
83367,7
83368,9
83369,8
83370,7
83371,8
83372,9
83373,20
83374,2
83375,5
83376,7
83377,8
83378,6
83379,17
83380,10
83381,5
83382,6
83383,6
83384,9
83385,6
83386,8
83387,9
83388,9
83389,3
83390,16
83391,7
83392,7
83393,7
83394,7
83395,2
83396,5
83397,10
83398,7
83399,10
83400,8
83401,8
83402,7
83403,16
83404,5
83405,6
83406,9
83407,6
83408,2
83409,7
83410,8
83411,5
83412,9
83413,2
83414,7
83415,2
83416,6
83417,6
83418,7
83419,16
83420,20
83421,7
83422,8
83423,12
83424,9
83425,6
83426,7
83427,9
83428,2
83429,17
83430,6
83431,8
83432,7
83433,2
83434,2
83435,19
83436,7
83437,15
83438,9
83439,7
83440,7
83441,7
83442,8
83443,2
83444,9
83445,8
83446,6
83447,9
83448,6
83449,6
83450,6
83451,9
83452,9
83453,7
83454,7
83455,7
83456,7
83457,9
83458,9
83459,28
83460,7
83461,8
83462,7
83463,6
83464,5
83465,4
83466,9
83467,9
83468,8
83469,7
83470,29
83471,2
83472,6
83473,7
83474,7
83475,6
83476,5
83477,7
83478,20
83479,11
83480,8
83481,6
83482,7
83483,4
83484,6
83485,6
83486,6
83487,1
83488,9
83489,1
83490,5
83491,1
83492,7
83493,6
83494,3
83495,8
83496,5
83497,6
83498,7
83499,6
83500,7
83501,5
83502,18
83503,8
83504,5
83505,8
83506,7
83507,9
83508,5
83509,7
83510,6
83511,5
83512,20
83513,5
83514,5
83515,8
83516,5
83517,5
83518,18
83519,5
83520,20
83521,2
83522,7
83523,7
83524,4
83525,5
83526,5
83527,7
83528,7
83529,5
83530,7
83531,18
83532,18
83533,27
83534,8
83535,8
83536,47
83537,8
83538,7
83539,5
83540,5
83541,8
83542,2
83543,7
83544,7
83545,2
83546,8
83547,8
83548,33
83549,5
83550,20
83551,9
83552,6
83553,18
83554,7
83555,5
83556,1
83557,2
83558,8
83559,8
83560,1
83561,7
83562,18
83563,19
83564,5
83565,8
83566,5
83567,7
83568,5
83569,7
83570,6
83571,6
83572,5
83573,8
83574,7
83575,4
83576,8
83577,8
83578,22
83579,4
83580,8
83581,4
83582,19
83583,2
83584,8
83585,8
83586,8
83587,21
83588,5
83589,6
83590,7
83591,19
83592,7
83593,7
83594,6
83595,12
83596,8
83597,6
83598,19
83599,32
83600,9
83601,7
83602,8
83603,8
83604,7
83605,8
83606,8
83607,6
83608,6
83609,7
83610,6
83611,8
83612,15
83613,8
83614,19
83615,21
83616,8
83617,7
83618,6
83619,6
83620,15
83621,5
83622,9
83623,5
83624,6
83625,21
83626,8
83627,8
83628,7
83629,8
83630,18
83631,8
83632,5
83633,19
83634,7
83635,23
83636,5
83637,6
83638,20
83639,36
83640,6
83641,5
83642,5
83643,7
83644,8
83645,6
83646,5
83647,6
83648,5
83649,7
83650,3
83651,5
83652,6
83653,7
83654,18
83655,4
83656,8
83657,25
83658,17
83659,7
83660,7
83661,7
83662,6
83663,21
83664,24
83665,7
83666,7
83667,5
83668,15
83669,8
83670,5
83671,18
83672,18
83673,15
83674,6
83675,10
83676,33
83677,6
83678,7
83679,7
83680,8
83681,4
83682,7
83683,5
83684,11
83685,7
83686,12
83687,6
83688,7
83689,6
83690,6
83691,17
83692,5
83693,21
83694,5
83695,4
83696,5
83697,17
83698,26
83699,7
83700,7
83701,6
83702,5
83703,5
83704,7
83705,7
83706,7
83707,6
83708,19
83709,7
83710,13
83711,8
83712,6
83713,7
83714,27
83715,14
83716,7
83717,7
83718,7
83719,21
83720,7
83721,6
83722,7
83723,17
83724,6
83725,6
83726,10
83727,5
83728,6
83729,15
83730,10
83731,5
83732,6
83733,6
83734,7
83735,6
83736,5
83737,10
83738,4
83739,7
83740,7
83741,10
83742,7
83743,5
83744,7
83745,19
83746,8
83747,10
83748,8
83749,10
83750,19
83751,8
83752,6
83753,7
83754,13
83755,11
83756,5
83757,22
83758,7
83759,5
83760,19
83761,19
83762,10
83763,19
83764,5
83765,6
83766,13
83767,10
83768,26
83769,5
83770,27
83771,16
83772,23
83773,6
83774,6
83775,5
83776,5
83777,16
83778,4
83779,4
83780,18
83781,25
83782,9
83783,23
83784,25
83785,5
83786,9
83787,17
83788,14
83789,4
83790,6
83791,5
83792,7
83793,6
83794,6
83795,7
83796,13
83797,9
83798,5
83799,14
83800,6
83801,6
83802,7
83803,6
83804,14
83805,16
83806,6
83807,9
83808,7
83809,6
83810,4
83811,5
83812,6
83813,4
83814,5
83815,5
83816,5
83817,4
83818,6
83819,16
83820,9
83821,4
83822,16
83823,6
83824,14
83825,17
83826,6
83827,4
83828,4
83829,20
83830,7
83831,16
83832,5
83833,7
83834,6
83835,4
83836,5
83837,5
83838,5
83839,6
83840,6
83841,16
83842,4
83843,4
83844,6
83845,7
83846,5
83847,4
83848,12
83849,12
83850,5
83851,3
83852,3
83853,26
83854,16
83855,5
83856,17
83857,23
83858,5
83859,5
83860,15
83861,31
83862,19
83863,15
83864,8
83865,23
83866,15
83867,9
83868,15
83869,5
83870,16
83871,5
83872,5
83873,5
83874,5
83875,5
83876,3
83877,4
83878,4
83879,16
83880,3
83881,3
83882,5
83883,12
83884,5
83885,5
83886,4
83887,13
83888,13
83889,15
83890,5
83891,3
83892,3
83893,18
83894,22
83895,3
83896,4
83897,6
83898,17
83899,15
83900,3
83901,3
83902,3
83903,3
83904,5
83905,4
83906,18
83907,22
83908,16
83909,5
83910,6
83911,3
83912,24
83913,17
83914,3
83915,17
83916,17
83917,8
83918,16
83919,15
83920,16
83921,19
83922,3
83923,6
83924,30
83925,3
83926,3
83927,11
83928,13
83929,15
83930,3
83931,3
83932,4
83933,4
83934,4
83935,19
83936,12
83937,30
83938,18
83939,4
83940,15
83941,5
83942,8
83943,3
83944,3
83945,5
83946,15
83947,3
83948,26
83949,4
83950,20
83951,8
83952,24
83953,4
83954,8
83955,5
83956,22
83957,5
83958,4
83959,4
83960,16
83961,3
83962,5
83963,5
83964,24
83965,21
83966,5
83967,4
83968,7
83969,4
83970,14
83971,14
83972,7
83973,14
83974,4
83975,2
83976,18
83977,14
83978,10
83979,4
83980,3
83981,14
83982,4
83983,3
83984,3
83985,11
83986,29
83987,2
83988,4
83989,28
83990,3
83991,11
83992,11
83993,3
83994,18
83995,15
83996,3
83997,3
83998,4
83999,21
84000,2
84001,2
84002,5
84003,17
84004,5
84005,4
84006,4
84007,17
84008,5
84009,5
84010,14
84011,3
84012,10
84013,7
84014,11
84015,16
84016,3
84017,4
84018,2
84019,7
84020,14
84021,28
84022,7
84023,4
84024,4
84025,11
84026,2
84027,21
84028,4
84029,17
84030,23
84031,16
84032,15
84033,2
84034,2
84035,16
84036,26
84037,3
84038,14
84039,3
84040,5
84041,3
84042,8
84043,5
84044,15
84045,16
84046,4
84047,4
84048,3
84049,3
84050,21
84051,4
84052,2
84053,4
84054,4
84055,3
84056,15
84057,15
84058,7
84059,46
84060,4
84061,11
84062,3
84063,4
84064,17
84065,3
84066,11
84067,2
84068,5
84069,11
84070,3
84071,14
84072,16
84073,2
84074,2
84075,16
84076,50
84077,15
84078,3
84079,5
84080,2
84081,8
84082,4
84083,3
84084,2
84085,2
84086,2
84087,12
84088,4
84089,22
84090,16
84091,3
84092,2
84093,2
84094,24
84095,4
84096,4
84097,2
84098,17
84099,18
84100,12
84101,7
84102,22
84103,14
84104,16
84105,15
84106,3
84107,7
84108,4
84109,31
84110,1
84111,6
84112,1
84113,2
84114,4
84115,3
84116,3
84117,10
84118,10
84119,11
84120,3
84121,13
84122,3
84123,3
84124,34
84125,2
84126,3
84127,17
84128,2
84129,3
84130,3
84131,15
84132,2
84133,5
84134,15
84135,42
84136,11
84137,1
84138,14
84139,4
84140,6
84141,10
84142,24
84143,15
84144,2
84145,10
84146,7
84147,10
84148,5
84149,8
84150,13
84151,2
84152,13
84153,2
84154,2
84155,16
84156,6
84157,20
84158,6
84159,28
84160,15
84161,16
84162,2
84163,4
84164,15
84165,29
84166,6
84167,3
84168,2
84169,3
84170,11
84171,14
84172,9
84173,2
84174,3
84175,28
84176,14
84177,3
84178,2
84179,3
84180,3
84181,11
84182,3
84183,6
84184,8
84185,6
84186,6
84187,7
84188,2
84189,10
84190,13
84191,21
84192,10
84193,10
84194,13
84195,10
84196,3
84197,13
84198,13
84199,6
84200,10
84201,4
84202,20
84203,15
84204,30
84205,6
84206,30
84207,2
84208,10
84209,20
84210,13
84211,10
84212,14
84213,6
84214,14
84215,2
84216,14
84217,10
84218,2
84219,2
84220,13
84221,16
84222,3
84223,4
84224,2
84225,3
84226,14
84227,2
84228,11
84229,22
84230,3
84231,2
84232,15
84233,2
84234,4
84235,24
84236,2
84237,9
84238,14
84239,3
84240,1
84241,2
84242,15
84243,14
84244,2
84245,20
